text,label,group
"Please download the presentation for the presentation, after checking the notes.",ham,normal_group_32
"Can you download my presentation for the presentation and let me know, after checking the notes?",ham,normal_group_32
"We need to download the presentation for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_32
"Please schedule the lecture notes tomorrow, as discussed yesterday.",ham,normal_group_33
"Can you schedule my lecture notes tomorrow and let our coordinator know, as discussed yesterday?",ham,normal_group_33
"We need to schedule the lecture notes tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_33
"Please share the team meeting for our college project, from our shared folder.",ham,normal_group_34
"Can you share my team meeting for our college project and let the project lead know, from our shared folder?",ham,normal_group_34
"We need to share the team meeting for our college project; this is for a normal task, from our shared folder.",ham,normal_group_34
"Please print the library visit for the presentation, for the next review.",ham,normal_group_35
"Can you print my library visit for the presentation and let my classmate know, for the next review?",ham,normal_group_35
"We need to print the library visit for the presentation; this is for a normal task, for the next review.",ham,normal_group_35
"Please discuss the football match tomorrow, for the lab record.",ham,normal_group_36
"Can you discuss my football match tomorrow and let the group know, for the lab record?",ham,normal_group_36
"We need to discuss the football match tomorrow; this is for a normal task, for the lab record.",ham,normal_group_36
"Please submit the lunch plan for our college project, with the correct date.",ham,normal_group_37
"Can you submit my lunch plan for our college project and let the office know, with the correct date?",ham,normal_group_37
"We need to submit the lunch plan for our college project; this is for a normal task, with the correct date.",ham,normal_group_37
"Please compare the dinner plan for the presentation, for the scheduled session.",ham,normal_group_38
"Can you compare my dinner plan for the presentation and let our teacher know, for the scheduled session?",ham,normal_group_38
"We need to compare the dinner plan for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_38
"Please attach the office document tomorrow, using the latest file.",ham,normal_group_39
"Can you attach my office document tomorrow and let the team know, using the latest file?",ham,normal_group_39
"We need to attach the office document tomorrow; this is for a normal task, using the latest file.",ham,normal_group_39
"Please send the invoice for our college project, with the updated figures.",ham,normal_group_40
"Can you send my invoice for our college project and let me know, with the updated figures?",ham,normal_group_40
"We need to send the invoice for our college project; this is for a normal task, with the updated figures.",ham,normal_group_40
"Please check the receipt for the presentation, with the final draft.",ham,normal_group_41
"Can you check my receipt for the presentation and let our coordinator know, with the final draft?",ham,normal_group_41
"We need to check the receipt for the presentation; this is for a normal task, with the final draft.",ham,normal_group_41
"Please bring the parcel tomorrow, for our weekly plan.",ham,normal_group_42
"Can you bring my parcel tomorrow and let the project lead know, for our weekly plan?",ham,normal_group_42
"We need to bring the parcel tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_42
"Please prepare the delivery schedule for our college project, after checking the notes.",ham,normal_group_43
"Can you prepare my delivery schedule for our college project and let my classmate know, after checking the notes?",ham,normal_group_43
"We need to prepare the delivery schedule for our college project; this is for a normal task, after checking the notes.",ham,normal_group_43
"Please read the event registration for the presentation, as discussed yesterday.",ham,normal_group_44
"Can you read my event registration for the presentation and let the group know, as discussed yesterday?",ham,normal_group_44
"We need to read the event registration for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_44
"Please organize the class timetable tomorrow, from our shared folder.",ham,normal_group_45
"Can you organize my class timetable tomorrow and let the office know, from our shared folder?",ham,normal_group_45
"We need to organize the class timetable tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_45
"Please present the coding task for our college project, for the next review.",ham,normal_group_46
"Can you present my coding task for our college project and let our teacher know, for the next review?",ham,normal_group_46
"We need to present the coding task for our college project; this is for a normal task, for the next review.",ham,normal_group_46
"Please review the database report for the presentation, for the lab record.",ham,normal_group_47
"Can you review my database report for the presentation and let the team know, for the lab record?",ham,normal_group_47
"We need to review the database report for the presentation; this is for a normal task, for the lab record.",ham,normal_group_47
"Please update the security lecture tomorrow, with the correct date.",ham,normal_group_48
"Can you update my security lecture tomorrow and let me know, with the correct date?",ham,normal_group_48
"We need to update the security lecture tomorrow; this is for a normal task, with the correct date.",ham,normal_group_48
"Please confirm the lab exercise for our college project, for the scheduled session.",ham,normal_group_49
"Can you confirm my lab exercise for our college project and let our coordinator know, for the scheduled session?",ham,normal_group_49
"We need to confirm the lab exercise for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_49
"Please finish the travel plan for the presentation, using the latest file.",ham,normal_group_50
"Can you finish my travel plan for the presentation and let the project lead know, using the latest file?",ham,normal_group_50
"We need to finish the travel plan for the presentation; this is for a normal task, using the latest file.",ham,normal_group_50
"Please forward the family dinner tomorrow, with the updated figures.",ham,normal_group_51
"Can you forward my family dinner tomorrow and let my classmate know, with the updated figures?",ham,normal_group_51
"We need to forward the family dinner tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_51
"Please download the birthday plan for our college project, with the final draft.",ham,normal_group_52
"Can you download my birthday plan for our college project and let the group know, with the final draft?",ham,normal_group_52
"We need to download the birthday plan for our college project; this is for a normal task, with the final draft.",ham,normal_group_52
"Please schedule the group project for the presentation, for our weekly plan.",ham,normal_group_53
"Can you schedule my group project for the presentation and let the office know, for our weekly plan?",ham,normal_group_53
"We need to schedule the group project for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_53
"Please share the budget sheet tomorrow, after checking the notes.",ham,normal_group_54
"Can you share my budget sheet tomorrow and let our teacher know, after checking the notes?",ham,normal_group_54
"We need to share the budget sheet tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_54
"Please print the attendance record for our college project, as discussed yesterday.",ham,normal_group_55
"Can you print my attendance record for our college project and let the team know, as discussed yesterday?",ham,normal_group_55
"We need to print the attendance record for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_55
"Please discuss the course registration for the presentation, from our shared folder.",ham,normal_group_56
"Can you discuss my course registration for the presentation and let me know, from our shared folder?",ham,normal_group_56
"We need to discuss the course registration for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_56
"Please submit the certificate collection tomorrow, for the next review.",ham,normal_group_57
"Can you submit my certificate collection tomorrow and let our coordinator know, for the next review?",ham,normal_group_57
"We need to submit the certificate collection tomorrow; this is for a normal task, for the next review.",ham,normal_group_57
"Please compare the appointment for our college project, for the lab record.",ham,normal_group_58
"Can you compare my appointment for our college project and let the project lead know, for the lab record?",ham,normal_group_58
"We need to compare the appointment for our college project; this is for a normal task, for the lab record.",ham,normal_group_58
"Please attach the study session for the presentation, with the correct date.",ham,normal_group_59
"Can you attach my study session for the presentation and let my classmate know, with the correct date?",ham,normal_group_59
"We need to attach the study session for the presentation; this is for a normal task, with the correct date.",ham,normal_group_59
"Please send the project report tomorrow, for the scheduled session.",ham,normal_group_60
"Can you send my project report tomorrow and let the group know, for the scheduled session?",ham,normal_group_60
"We need to send the project report tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_60
"Please check the college assignment for our college project, using the latest file.",ham,normal_group_61
"Can you check my college assignment for our college project and let the office know, using the latest file?",ham,normal_group_61
"We need to check the college assignment for our college project; this is for a normal task, using the latest file.",ham,normal_group_61
"Please bring the presentation for the presentation, with the updated figures.",ham,normal_group_62
"Can you bring my presentation for the presentation and let our teacher know, with the updated figures?",ham,normal_group_62
"We need to bring the presentation for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_62
"Please prepare the lecture notes tomorrow, with the final draft.",ham,normal_group_63
"Can you prepare my lecture notes tomorrow and let the team know, with the final draft?",ham,normal_group_63
"We need to prepare the lecture notes tomorrow; this is for a normal task, with the final draft.",ham,normal_group_63
"Please read the team meeting for our college project, for our weekly plan.",ham,normal_group_64
"Can you read my team meeting for our college project and let me know, for our weekly plan?",ham,normal_group_64
"We need to read the team meeting for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_64
"Please organize the library visit for the presentation, after checking the notes.",ham,normal_group_65
"Can you organize my library visit for the presentation and let our coordinator know, after checking the notes?",ham,normal_group_65
"We need to organize the library visit for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_65
"Please present the football match tomorrow, as discussed yesterday.",ham,normal_group_66
"Can you present my football match tomorrow and let the project lead know, as discussed yesterday?",ham,normal_group_66
"We need to present the football match tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_66
"Please review the lunch plan for our college project, from our shared folder.",ham,normal_group_67
"Can you review my lunch plan for our college project and let my classmate know, from our shared folder?",ham,normal_group_67
"We need to review the lunch plan for our college project; this is for a normal task, from our shared folder.",ham,normal_group_67
"Please update the dinner plan for the presentation, for the next review.",ham,normal_group_68
"Can you update my dinner plan for the presentation and let the group know, for the next review?",ham,normal_group_68
"We need to update the dinner plan for the presentation; this is for a normal task, for the next review.",ham,normal_group_68
"Please confirm the office document tomorrow, for the lab record.",ham,normal_group_69
"Can you confirm my office document tomorrow and let the office know, for the lab record?",ham,normal_group_69
"We need to confirm the office document tomorrow; this is for a normal task, for the lab record.",ham,normal_group_69
"Please finish the invoice for our college project, with the correct date.",ham,normal_group_70
"Can you finish my invoice for our college project and let our teacher know, with the correct date?",ham,normal_group_70
"We need to finish the invoice for our college project; this is for a normal task, with the correct date.",ham,normal_group_70
"Please forward the receipt for the presentation, for the scheduled session.",ham,normal_group_71
"Can you forward my receipt for the presentation and let the team know, for the scheduled session?",ham,normal_group_71
"We need to forward the receipt for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_71
"Please download the parcel tomorrow, using the latest file.",ham,normal_group_72
"Can you download my parcel tomorrow and let me know, using the latest file?",ham,normal_group_72
"We need to download the parcel tomorrow; this is for a normal task, using the latest file.",ham,normal_group_72
"Please schedule the delivery schedule for our college project, with the updated figures.",ham,normal_group_73
"Can you schedule my delivery schedule for our college project and let our coordinator know, with the updated figures?",ham,normal_group_73
"We need to schedule the delivery schedule for our college project; this is for a normal task, with the updated figures.",ham,normal_group_73
"Please share the event registration for the presentation, with the final draft.",ham,normal_group_74
"Can you share my event registration for the presentation and let the project lead know, with the final draft?",ham,normal_group_74
"We need to share the event registration for the presentation; this is for a normal task, with the final draft.",ham,normal_group_74
"Please print the class timetable tomorrow, for our weekly plan.",ham,normal_group_75
"Can you print my class timetable tomorrow and let my classmate know, for our weekly plan?",ham,normal_group_75
"We need to print the class timetable tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_75
"Please discuss the coding task for our college project, after checking the notes.",ham,normal_group_76
"Can you discuss my coding task for our college project and let the group know, after checking the notes?",ham,normal_group_76
"We need to discuss the coding task for our college project; this is for a normal task, after checking the notes.",ham,normal_group_76
"Please submit the database report for the presentation, as discussed yesterday.",ham,normal_group_77
"Can you submit my database report for the presentation and let the office know, as discussed yesterday?",ham,normal_group_77
"We need to submit the database report for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_77
"Please compare the security lecture tomorrow, from our shared folder.",ham,normal_group_78
"Can you compare my security lecture tomorrow and let our teacher know, from our shared folder?",ham,normal_group_78
"We need to compare the security lecture tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_78
"Please attach the lab exercise for our college project, for the next review.",ham,normal_group_79
"Can you attach my lab exercise for our college project and let the team know, for the next review?",ham,normal_group_79
"We need to attach the lab exercise for our college project; this is for a normal task, for the next review.",ham,normal_group_79
"Please send the travel plan for the presentation, for the lab record.",ham,normal_group_80
"Can you send my travel plan for the presentation and let me know, for the lab record?",ham,normal_group_80
"We need to send the travel plan for the presentation; this is for a normal task, for the lab record.",ham,normal_group_80
"Please check the family dinner tomorrow, with the correct date.",ham,normal_group_81
"Can you check my family dinner tomorrow and let our coordinator know, with the correct date?",ham,normal_group_81
"We need to check the family dinner tomorrow; this is for a normal task, with the correct date.",ham,normal_group_81
"Please bring the birthday plan for our college project, for the scheduled session.",ham,normal_group_82
"Can you bring my birthday plan for our college project and let the project lead know, for the scheduled session?",ham,normal_group_82
"We need to bring the birthday plan for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_82
"Please prepare the group project for the presentation, using the latest file.",ham,normal_group_83
"Can you prepare my group project for the presentation and let my classmate know, using the latest file?",ham,normal_group_83
"We need to prepare the group project for the presentation; this is for a normal task, using the latest file.",ham,normal_group_83
"Please read the budget sheet tomorrow, with the updated figures.",ham,normal_group_84
"Can you read my budget sheet tomorrow and let the group know, with the updated figures?",ham,normal_group_84
"We need to read the budget sheet tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_84
"Please organize the attendance record for our college project, with the final draft.",ham,normal_group_85
"Can you organize my attendance record for our college project and let the office know, with the final draft?",ham,normal_group_85
"We need to organize the attendance record for our college project; this is for a normal task, with the final draft.",ham,normal_group_85
"Please present the course registration for the presentation, for our weekly plan.",ham,normal_group_86
"Can you present my course registration for the presentation and let our teacher know, for our weekly plan?",ham,normal_group_86
"We need to present the course registration for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_86
"Please review the certificate collection tomorrow, after checking the notes.",ham,normal_group_87
"Can you review my certificate collection tomorrow and let the team know, after checking the notes?",ham,normal_group_87
"We need to review the certificate collection tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_87
"Please update the appointment for our college project, as discussed yesterday.",ham,normal_group_88
"Can you update my appointment for our college project and let me know, as discussed yesterday?",ham,normal_group_88
"We need to update the appointment for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_88
"Please confirm the study session for the presentation, from our shared folder.",ham,normal_group_89
"Can you confirm my study session for the presentation and let our coordinator know, from our shared folder?",ham,normal_group_89
"We need to confirm the study session for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_89
"Please finish the project report tomorrow, for the next review.",ham,normal_group_90
"Can you finish my project report tomorrow and let the project lead know, for the next review?",ham,normal_group_90
"We need to finish the project report tomorrow; this is for a normal task, for the next review.",ham,normal_group_90
"Please forward the college assignment for our college project, for the lab record.",ham,normal_group_91
"Can you forward my college assignment for our college project and let my classmate know, for the lab record?",ham,normal_group_91
"We need to forward the college assignment for our college project; this is for a normal task, for the lab record.",ham,normal_group_91
"Please download the presentation for the presentation, with the correct date.",ham,normal_group_92
"Can you download my presentation for the presentation and let the group know, with the correct date?",ham,normal_group_92
"We need to download the presentation for the presentation; this is for a normal task, with the correct date.",ham,normal_group_92
"Please schedule the lecture notes tomorrow, for the scheduled session.",ham,normal_group_93
"Can you schedule my lecture notes tomorrow and let the office know, for the scheduled session?",ham,normal_group_93
"We need to schedule the lecture notes tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_93
"Please share the team meeting for our college project, using the latest file.",ham,normal_group_94
"Can you share my team meeting for our college project and let our teacher know, using the latest file?",ham,normal_group_94
"We need to share the team meeting for our college project; this is for a normal task, using the latest file.",ham,normal_group_94
"Please print the library visit for the presentation, with the updated figures.",ham,normal_group_95
"Can you print my library visit for the presentation and let the team know, with the updated figures?",ham,normal_group_95
"We need to print the library visit for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_95
"Please discuss the football match tomorrow, with the final draft.",ham,normal_group_96
"Can you discuss my football match tomorrow and let me know, with the final draft?",ham,normal_group_96
"We need to discuss the football match tomorrow; this is for a normal task, with the final draft.",ham,normal_group_96
"Please submit the lunch plan for our college project, for our weekly plan.",ham,normal_group_97
"Can you submit my lunch plan for our college project and let our coordinator know, for our weekly plan?",ham,normal_group_97
"We need to submit the lunch plan for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_97
"Please compare the dinner plan for the presentation, after checking the notes.",ham,normal_group_98
"Can you compare my dinner plan for the presentation and let the project lead know, after checking the notes?",ham,normal_group_98
"We need to compare the dinner plan for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_98
"Please attach the office document tomorrow, as discussed yesterday.",ham,normal_group_99
"Can you attach my office document tomorrow and let my classmate know, as discussed yesterday?",ham,normal_group_99
"We need to attach the office document tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_99
"Please send the invoice for our college project, from our shared folder.",ham,normal_group_100
"Can you send my invoice for our college project and let the group know, from our shared folder?",ham,normal_group_100
"We need to send the invoice for our college project; this is for a normal task, from our shared folder.",ham,normal_group_100
"Please check the receipt for the presentation, for the next review.",ham,normal_group_101
"Can you check my receipt for the presentation and let the office know, for the next review?",ham,normal_group_101
"We need to check the receipt for the presentation; this is for a normal task, for the next review.",ham,normal_group_101
"Please bring the parcel tomorrow, for the lab record.",ham,normal_group_102
"Can you bring my parcel tomorrow and let our teacher know, for the lab record?",ham,normal_group_102
"We need to bring the parcel tomorrow; this is for a normal task, for the lab record.",ham,normal_group_102
"Please prepare the delivery schedule for our college project, with the correct date.",ham,normal_group_103
"Can you prepare my delivery schedule for our college project and let the team know, with the correct date?",ham,normal_group_103
"We need to prepare the delivery schedule for our college project; this is for a normal task, with the correct date.",ham,normal_group_103
"Please read the event registration for the presentation, for the scheduled session.",ham,normal_group_104
"Can you read my event registration for the presentation and let me know, for the scheduled session?",ham,normal_group_104
"We need to read the event registration for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_104
"Please organize the class timetable tomorrow, using the latest file.",ham,normal_group_105
"Can you organize my class timetable tomorrow and let our coordinator know, using the latest file?",ham,normal_group_105
"We need to organize the class timetable tomorrow; this is for a normal task, using the latest file.",ham,normal_group_105
"Please present the coding task for our college project, with the updated figures.",ham,normal_group_106
"Can you present my coding task for our college project and let the project lead know, with the updated figures?",ham,normal_group_106
"We need to present the coding task for our college project; this is for a normal task, with the updated figures.",ham,normal_group_106
"Please review the database report for the presentation, with the final draft.",ham,normal_group_107
"Can you review my database report for the presentation and let my classmate know, with the final draft?",ham,normal_group_107
"We need to review the database report for the presentation; this is for a normal task, with the final draft.",ham,normal_group_107
"Please update the security lecture tomorrow, for our weekly plan.",ham,normal_group_108
"Can you update my security lecture tomorrow and let the group know, for our weekly plan?",ham,normal_group_108
"We need to update the security lecture tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_108
"Please confirm the lab exercise for our college project, after checking the notes.",ham,normal_group_109
"Can you confirm my lab exercise for our college project and let the office know, after checking the notes?",ham,normal_group_109
"We need to confirm the lab exercise for our college project; this is for a normal task, after checking the notes.",ham,normal_group_109
"Please finish the travel plan for the presentation, as discussed yesterday.",ham,normal_group_110
"Can you finish my travel plan for the presentation and let our teacher know, as discussed yesterday?",ham,normal_group_110
"We need to finish the travel plan for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_110
"Please forward the family dinner tomorrow, from our shared folder.",ham,normal_group_111
"Can you forward my family dinner tomorrow and let the team know, from our shared folder?",ham,normal_group_111
"We need to forward the family dinner tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_111
"Please download the birthday plan for our college project, for the next review.",ham,normal_group_112
"Can you download my birthday plan for our college project and let me know, for the next review?",ham,normal_group_112
"We need to download the birthday plan for our college project; this is for a normal task, for the next review.",ham,normal_group_112
"Please schedule the group project for the presentation, for the lab record.",ham,normal_group_113
"Can you schedule my group project for the presentation and let our coordinator know, for the lab record?",ham,normal_group_113
"We need to schedule the group project for the presentation; this is for a normal task, for the lab record.",ham,normal_group_113
"Please share the budget sheet tomorrow, with the correct date.",ham,normal_group_114
"Can you share my budget sheet tomorrow and let the project lead know, with the correct date?",ham,normal_group_114
"We need to share the budget sheet tomorrow; this is for a normal task, with the correct date.",ham,normal_group_114
"Please print the attendance record for our college project, for the scheduled session.",ham,normal_group_115
"Can you print my attendance record for our college project and let my classmate know, for the scheduled session?",ham,normal_group_115
"We need to print the attendance record for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_115
"Please discuss the course registration for the presentation, using the latest file.",ham,normal_group_116
"Can you discuss my course registration for the presentation and let the group know, using the latest file?",ham,normal_group_116
"We need to discuss the course registration for the presentation; this is for a normal task, using the latest file.",ham,normal_group_116
"Please submit the certificate collection tomorrow, with the updated figures.",ham,normal_group_117
"Can you submit my certificate collection tomorrow and let the office know, with the updated figures?",ham,normal_group_117
"We need to submit the certificate collection tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_117
"Please compare the appointment for our college project, with the final draft.",ham,normal_group_118
"Can you compare my appointment for our college project and let our teacher know, with the final draft?",ham,normal_group_118
"We need to compare the appointment for our college project; this is for a normal task, with the final draft.",ham,normal_group_118
"Please attach the study session for the presentation, for our weekly plan.",ham,normal_group_119
"Can you attach my study session for the presentation and let the team know, for our weekly plan?",ham,normal_group_119
"We need to attach the study session for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_119
"Please send the project report tomorrow, after checking the notes.",ham,normal_group_120
"Can you send my project report tomorrow and let me know, after checking the notes?",ham,normal_group_120
"We need to send the project report tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_120
"Please check the college assignment for our college project, as discussed yesterday.",ham,normal_group_121
"Can you check my college assignment for our college project and let our coordinator know, as discussed yesterday?",ham,normal_group_121
"We need to check the college assignment for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_121
"Please bring the presentation for the presentation, from our shared folder.",ham,normal_group_122
"Can you bring my presentation for the presentation and let the project lead know, from our shared folder?",ham,normal_group_122
"We need to bring the presentation for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_122
"Please prepare the lecture notes tomorrow, for the next review.",ham,normal_group_123
"Can you prepare my lecture notes tomorrow and let my classmate know, for the next review?",ham,normal_group_123
"We need to prepare the lecture notes tomorrow; this is for a normal task, for the next review.",ham,normal_group_123
"Please read the team meeting for our college project, for the lab record.",ham,normal_group_124
"Can you read my team meeting for our college project and let the group know, for the lab record?",ham,normal_group_124
"We need to read the team meeting for our college project; this is for a normal task, for the lab record.",ham,normal_group_124
"Please organize the library visit for the presentation, with the correct date.",ham,normal_group_125
"Can you organize my library visit for the presentation and let the office know, with the correct date?",ham,normal_group_125
"We need to organize the library visit for the presentation; this is for a normal task, with the correct date.",ham,normal_group_125
"Please present the football match tomorrow, for the scheduled session.",ham,normal_group_126
"Can you present my football match tomorrow and let our teacher know, for the scheduled session?",ham,normal_group_126
"We need to present the football match tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_126
"Please review the lunch plan for our college project, using the latest file.",ham,normal_group_127
"Can you review my lunch plan for our college project and let the team know, using the latest file?",ham,normal_group_127
"We need to review the lunch plan for our college project; this is for a normal task, using the latest file.",ham,normal_group_127
"Please update the dinner plan for the presentation, with the updated figures.",ham,normal_group_128
"Can you update my dinner plan for the presentation and let me know, with the updated figures?",ham,normal_group_128
"We need to update the dinner plan for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_128
"Please confirm the office document tomorrow, with the final draft.",ham,normal_group_129
"Can you confirm my office document tomorrow and let our coordinator know, with the final draft?",ham,normal_group_129
"We need to confirm the office document tomorrow; this is for a normal task, with the final draft.",ham,normal_group_129
"Please finish the invoice for our college project, for our weekly plan.",ham,normal_group_130
"Can you finish my invoice for our college project and let the project lead know, for our weekly plan?",ham,normal_group_130
"We need to finish the invoice for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_130
"Please forward the receipt for the presentation, after checking the notes.",ham,normal_group_131
"Can you forward my receipt for the presentation and let my classmate know, after checking the notes?",ham,normal_group_131
"We need to forward the receipt for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_131
"Please download the parcel tomorrow, as discussed yesterday.",ham,normal_group_132
"Can you download my parcel tomorrow and let the group know, as discussed yesterday?",ham,normal_group_132
"We need to download the parcel tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_132
"Please schedule the delivery schedule for our college project, from our shared folder.",ham,normal_group_133
"Can you schedule my delivery schedule for our college project and let the office know, from our shared folder?",ham,normal_group_133
"We need to schedule the delivery schedule for our college project; this is for a normal task, from our shared folder.",ham,normal_group_133
"Please share the event registration for the presentation, for the next review.",ham,normal_group_134
"Can you share my event registration for the presentation and let our teacher know, for the next review?",ham,normal_group_134
"We need to share the event registration for the presentation; this is for a normal task, for the next review.",ham,normal_group_134
"Please print the class timetable tomorrow, for the lab record.",ham,normal_group_135
"Can you print my class timetable tomorrow and let the team know, for the lab record?",ham,normal_group_135
"We need to print the class timetable tomorrow; this is for a normal task, for the lab record.",ham,normal_group_135
"Please discuss the coding task for our college project, with the correct date.",ham,normal_group_136
"Can you discuss my coding task for our college project and let me know, with the correct date?",ham,normal_group_136
"We need to discuss the coding task for our college project; this is for a normal task, with the correct date.",ham,normal_group_136
"Please submit the database report for the presentation, for the scheduled session.",ham,normal_group_137
"Can you submit my database report for the presentation and let our coordinator know, for the scheduled session?",ham,normal_group_137
"We need to submit the database report for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_137
"Please compare the security lecture tomorrow, using the latest file.",ham,normal_group_138
"Can you compare my security lecture tomorrow and let the project lead know, using the latest file?",ham,normal_group_138
"We need to compare the security lecture tomorrow; this is for a normal task, using the latest file.",ham,normal_group_138
"Please attach the lab exercise for our college project, with the updated figures.",ham,normal_group_139
"Can you attach my lab exercise for our college project and let my classmate know, with the updated figures?",ham,normal_group_139
"We need to attach the lab exercise for our college project; this is for a normal task, with the updated figures.",ham,normal_group_139
"Please send the travel plan for the presentation, with the final draft.",ham,normal_group_140
"Can you send my travel plan for the presentation and let the group know, with the final draft?",ham,normal_group_140
"We need to send the travel plan for the presentation; this is for a normal task, with the final draft.",ham,normal_group_140
"Please check the family dinner tomorrow, for our weekly plan.",ham,normal_group_141
"Can you check my family dinner tomorrow and let the office know, for our weekly plan?",ham,normal_group_141
"We need to check the family dinner tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_141
"Please bring the birthday plan for our college project, after checking the notes.",ham,normal_group_142
"Can you bring my birthday plan for our college project and let our teacher know, after checking the notes?",ham,normal_group_142
"We need to bring the birthday plan for our college project; this is for a normal task, after checking the notes.",ham,normal_group_142
"Please prepare the group project for the presentation, as discussed yesterday.",ham,normal_group_143
"Can you prepare my group project for the presentation and let the team know, as discussed yesterday?",ham,normal_group_143
"We need to prepare the group project for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_143
"Please read the budget sheet tomorrow, from our shared folder.",ham,normal_group_144
"Can you read my budget sheet tomorrow and let me know, from our shared folder?",ham,normal_group_144
"We need to read the budget sheet tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_144
"Please organize the attendance record for our college project, for the next review.",ham,normal_group_145
"Can you organize my attendance record for our college project and let our coordinator know, for the next review?",ham,normal_group_145
"We need to organize the attendance record for our college project; this is for a normal task, for the next review.",ham,normal_group_145
"Please present the course registration for the presentation, for the lab record.",ham,normal_group_146
"Can you present my course registration for the presentation and let the project lead know, for the lab record?",ham,normal_group_146
"We need to present the course registration for the presentation; this is for a normal task, for the lab record.",ham,normal_group_146
"Please review the certificate collection tomorrow, with the correct date.",ham,normal_group_147
"Can you review my certificate collection tomorrow and let my classmate know, with the correct date?",ham,normal_group_147
"We need to review the certificate collection tomorrow; this is for a normal task, with the correct date.",ham,normal_group_147
"Please update the appointment for our college project, for the scheduled session.",ham,normal_group_148
"Can you update my appointment for our college project and let the group know, for the scheduled session?",ham,normal_group_148
"We need to update the appointment for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_148
"Please confirm the study session for the presentation, using the latest file.",ham,normal_group_149
"Can you confirm my study session for the presentation and let the office know, using the latest file?",ham,normal_group_149
"We need to confirm the study session for the presentation; this is for a normal task, using the latest file.",ham,normal_group_149
"Please finish the project report tomorrow, with the updated figures.",ham,normal_group_150
"Can you finish my project report tomorrow and let our teacher know, with the updated figures?",ham,normal_group_150
"We need to finish the project report tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_150
"Please forward the college assignment for our college project, with the final draft.",ham,normal_group_151
"Can you forward my college assignment for our college project and let the team know, with the final draft?",ham,normal_group_151
"We need to forward the college assignment for our college project; this is for a normal task, with the final draft.",ham,normal_group_151
"Please download the presentation for the presentation, for our weekly plan.",ham,normal_group_152
"Can you download my presentation for the presentation and let me know, for our weekly plan?",ham,normal_group_152
"We need to download the presentation for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_152
"Please schedule the lecture notes tomorrow, after checking the notes.",ham,normal_group_153
"Can you schedule my lecture notes tomorrow and let our coordinator know, after checking the notes?",ham,normal_group_153
"We need to schedule the lecture notes tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_153
